/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_326.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_326.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_326.jpg,0,0,0,2.570444
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_409.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_409.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_409.jpg,0,0,0,2.545066
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_500.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_500.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_500.jpg,0,0,0,2.524948
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_585.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_585.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_585.jpg,0,0,0,2.500027
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_676.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_676.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_676.jpg,0,0,0,2.480271
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_758.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_758.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_758.jpg,0,0,0,2.460675
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_846.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_846.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_846.jpg,0,0,0,2.441235
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_07_932.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_07_932.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_07_932.jpg,0,0,0,2.417156
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_08_013.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_08_013.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_08_013.jpg,0,0,0,2.398067
/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/center_2021_02_28_13_00_08_101.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/left_2021_02_28_13_00_08_101.jpg,/media/hbzhang/data/CSU/2021/publications-2021/self-driving(tran)/data/udacity/IMG/right_2021_02_28_13_00_08_101.jpg,0,0,0,2.379131
